casenumber,location,reported_date,month,year,offense_desc,statute_code,statute_desc,counts,reporting_officer,unique_id,latitude,longitude,source,violent_cat,property_cat
2023-00096199,300 Block HARTFORD AVE. AVE,2023-11-22T21:07:16.000,11,2023,Stolen Vehicle\Recovered,Not Used,No Violations,0,ABrodeur,2023-00096199-001,41.81773015050007,-71.45560898349996,E911,None,None
2023-00096171,DOUGLAS AVE &  WHIPPLE ST,2023-11-22T19:19:00.000,11,2023,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,EBreault,2023-00096171-001,41.83685302234104,-71.42153931865973,RIDOT,None,Motor Vehicle Theft
2023-00096158,100 Block ALMY ST,2023-11-22T18:19:39.000,11,2023,Auto Towed,Not Used,Parking or MV Violation,0,MLeclerc,2023-00096158-001,41.82065834900004,-71.43363387649995,E911,None,None
2023-00096139,400 Block CHALKSTONE AVE,2023-11-22T17:06:00.000,11,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,EBreault,2023-00096139-001,41.83604596200004,-71.42226673149997,E911,None,None
2023-00096130,NOLAN ST &  CHALKSTONE AVE,2023-11-22T16:44:00.000,11,2023,"Assault, Aggravated",11-5-2,FELONY ASSAULT/ DANG. WEAPON OR SUBSTANCE,1,EBreault,2023-00096130-001,41.835418698375264,-71.42488861662103,RIDOT,Aggravated Assault,None
2023-00096130,NOLAN ST &  CHALKSTONE AVE,2023-11-22T16:44:00.000,11,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,EBreault,2023-00096130-002,41.835418698375264,-71.42488861662103,RIDOT,None,None
2023-00502616,0 Block SUPERIOR ST,2023-11-22T16:42:40.000,11,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,MTroia,2023-00502616-001,41.80989414350006,-71.43058910049996,E911,None,Larceny-theft
2023-00502615,100 Block WHITTIER AVE,2023-11-22T14:36:54.000,11,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,MTroia,2023-00502615-001,41.81418403400005,-71.45280565049995,E911,None,Larceny-theft
2023-00096096,0 Block ORMS ST,2023-11-22T14:23:00.000,11,2023,"Larceny, Other",11-41-1,LARCENY/O $1500 - ALL OTH LARCENY,1,Central Station,2023-00096096-001,41.834868033500044,-71.41294352849997,E911,None,Larceny-theft
2023-00096091,0 Block ORMS ST,2023-11-22T13:35:34.000,11,2023,Disturbance,Not Used,No violations,0,PHourahan,2023-00096091-001,41.834868033500044,-71.41294352849997,E911,None,None
2023-00096083,0 Block KING ST,2023-11-22T13:16:54.000,11,2023,Request for Assistance,Not Used,No Violations,0,DRosso,2023-00096083-001,41.82303970150005,-71.45388379399995,E911,None,None
2023-00502614,0 Block MT HOPE AVE,2023-11-22T13:07:34.000,11,2023,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,MTroia,2023-00502614-001,41.84068421500007,-71.40114662049996,E911,None,None
2023-00096080,0 Block BRENTON AVE,2023-11-22T13:01:42.000,11,2023,Request for Assistance,Not Used,No violations,0,PHourahan,2023-00096080-001,41.836847213000055,-71.39976485149995,E911,None,None
2023-00096090,0 Block PARNELL ST,2023-11-22T12:52:02.000,11,2023,Burglary,11-8-1.1,ATTEMPTED BREAKING AND ENTERING,1,EPedchenko,2023-00096090-001,41.826967008000054,-71.45375211749996,E911,None,Burglary
2023-00096073,0 Block RESERVOIR AVE,2023-11-22T12:36:00.000,11,2023,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station,2023-00096073-001,41.795362847000035,-71.42648687799996,E911,None,None
2023-00096060,400 Block SMITH ST,2023-11-22T11:40:00.000,11,2023,"Assault,Simple",Not Used,No violations,0,JLanier,2023-00096060-001,41.835341194500046,-71.42587704999997,E911,None,None
2023-00096051,0 Block DEAN ST,2023-11-22T11:16:00.000,11,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,Central Station,2023-00096051-001,41.82454006300006,-71.42497579699997,E911,None,None
2023-00502612,200 Block ATWELLS AVE,2023-11-22T10:54:41.000,11,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,MTroia,2023-00502612-001,41.823571216500056,-71.42623064599994,E911,None,Larceny-theft
2023-00096045,200 Block MANTON AVE,2023-11-22T10:50:49.000,11,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,DRosso,2023-00096045-001,41.82160995900006,-71.44869578899997,E911,None,Larceny-theft
2023-00096039,100 Block BROOK ST,2023-11-22T10:19:00.000,11,2023,Property Damage,Not Used,No Violations,0,AHampton,2023-00096039-001,41.820621279500045,-71.39821284699994,E911,None,None
2023-00502611,0 Block ARMSTRONG AVE,2023-11-22T10:07:49.000,11,2023,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,MTroia,2023-00502611-001,41.81921369150004,-71.39616192549997,E911,None,None
2023-00096041,200 Block BROAD ST,2023-11-22T10:00:14.000,11,2023,Suspicious Person,Not Used,No Violations,0,SPerez,2023-00096041-001,41.81573313650006,-71.41932951699997,E911,None,None
2023-00096032,PLAINFIELD AND EDNA,2023-11-22T09:34:06.000,11,2023,Accident,Not Used,No Violations,0,JLugo,2023-00096032-001,41.81567382310964,-71.44553375563056,RIDOT,None,None
2023-00096030,100 Block BROAD ST,2023-11-22T09:07:00.000,11,2023,Suspicious Person,Not Used,No Violations,0,NLaFazia,2023-00096030-001,41.81743972350006,-71.41676518499997,E911,None,None
2023-00096029,200 Block ACADEMY AVE,2023-11-22T08:54:00.000,11,2023,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,KBass,2023-00096029-001,41.83168233300003,-71.44427550699999,E911,None,Motor Vehicle Theft
2023-00096017,BUTTON HOLE DR &  KING PHILIP ST,2023-11-22T07:28:00.000,11,2023,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,JPerez,2023-00096017-001,41.82330322165406,-71.46459961005374,RIDOT,None,Motor Vehicle Theft
2023-00096010,0 Block OLNEYVILLE SQ,2023-11-22T06:11:40.000,11,2023,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,DSanchez,2023-00096010-001,41.81675218750007,-71.44299285499997,E911,None,Motor Vehicle Theft
2023-00095982,700 Block BRANCH AVE,2023-11-22T01:15:45.000,11,2023,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,3,RRaso,2023-00095982-001,41.85349825950007,-71.43025511249996,E911,None,None
2023-00095976,300 Block WASHINGTON ST,2023-11-22T00:44:29.000,11,2023,"Assault, Aggravated",11-5-2,FELONY ASSAULT/ DANG. WEAPON OR SUBSTANCE,1,RAnderson,2023-00095976-001,41.81911086050005,-71.42140335999997,E911,Aggravated Assault,None
2023-00095973,0 Block CONSTITUTION ST,2023-11-22T00:30:00.000,11,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ASubramaniam,2023-00095973-001,41.812331561000065,-71.42735021249996,E911,None,None
2023-00095967,900 Block PROVIDENCE PL,2023-11-22T00:14:00.000,11,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,DPalumbo,2023-00095967-001,41.82817633500008,-71.42125891199998,E911,None,None
2023-00095961,0 Block POLLY ST,2023-11-21T23:48:42.000,11,2023,Alarm-Residental,Not Used,No Violations,0,DSanchez,2023-00095961-001,41.809958074000036,-71.44318301849995,E911,None,None
2023-00502610,100 Block SLATER AVE,2023-11-21T23:32:08.000,11,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,MTroia,2023-00502610-001,41.83866714150005,-71.38679880849998,E911,None,Larceny-theft
2023-00095914,0 Block TOBEY ST,2023-11-21T20:39:04.000,11,2023,Disturbance,Not Used,No Violations,0,MKelley,2023-00095914-001,41.81890717050007,-71.43539921699994,E911,None,None
2023-00095912,0 Block DORRANCE ST,2023-11-21T20:26:00.000,11,2023,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,ACalle,2023-00095912-001,41.82381659250004,-71.41228919699995,E911,None,Larceny-theft
2023-00095908,100 Block HENDRICK ST,2023-11-21T19:50:58.000,11,2023,Auto Towed,Not Used,Parking or MV Violation,0,RRaso,2023-00095908-001,41.82748526800006,-71.44908883849996,E911,None,None
2023-00095909,900 Block ATWELLS AVE,2023-11-21T19:48:50.000,11,2023,Larceny - Theft,Not Used,"Under Investigation, Offense Pending",0,DWilson,2023-00095909-001,41.82510813300004,-71.44894926099997,E911,None,Larceny-theft
2023-00095893,0 Block DORRANCE ST,2023-11-21T18:48:00.000,11,2023,Assistance Rendered,Not Used,No Violations,0,ACalle,2023-00095893-001,41.82381659250004,-71.41228919699995,E911,None,None
2023-00095882,PAUL ST &  RUSSO ST,2023-11-21T18:34:00.000,11,2023,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,IQuinn,2023-00095882-001,41.85477828540655,-71.42142487827705,RIDOT,None,None
2023-00095882,PAUL ST &  RUSSO ST,2023-11-21T18:34:00.000,11,2023,RI Statute Violation,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,1,IQuinn,2023-00095882-002,41.85477828540655,-71.42142487827705,RIDOT,None,None
2023-00502608,700 Block BRANCH AVE,2023-11-21T18:29:00.000,11,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,MTroia,2023-00502608-001,41.85349825950007,-71.43025511249996,E911,None,Larceny-theft
2023-00095873,WILLIAM ELLERY PL &  DOYLE AVE,2023-11-21T18:19:00.000,11,2023,Receiving Stolen Property,31-9-2,Possession of Stolen Vehicle or Parts,1,GVargas,2023-00095873-001,41.83863448756451,-71.4056091417298,RIDOT,None,None
2023-00095868,300 Block CRANSTON ST,2023-11-21T18:10:20.000,11,2023,Building Fire,Not Used,No violations,0,MLeclerc,2023-00095868-001,41.81237458350006,-71.43015105099997,E911,None,None
2023-00095863,200 Block RESERVOIR AVE,2023-11-21T17:46:00.000,11,2023,Larceny - Theft,Not Used,"Under Investigation, Offense Pending",0,JMota,2023-00095863-001,41.78969888000006,-71.42941956799996,E911,None,Larceny-theft
2023-00095858,0 Block PLAINFIELD ST,2023-11-21T17:38:00.000,11,2023,"Larceny,Shoplifting",Not Used,"Under Investigation, Offense Pending",0,NEastman,2023-00095858-001,41.81626156750005,-71.44464667099996,E911,None,Larceny-theft
2023-00095844,300 Block WASHINGTON ST,2023-11-21T16:42:00.000,11,2023,Request for Assistance,Not Used,No violations,0,Central Station,2023-00095844-001,41.81911086050005,-71.42140335999997,E911,None,None
2023-00502605,0 Block JUSTICE ST,2023-11-21T16:23:55.000,11,2023,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,MTroia,2023-00502605-001,41.83491533850005,-71.44366157299996,E911,None,None
2023-00502604,400 Block RIVER AVE,2023-11-21T15:57:56.000,11,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MTroia,2023-00502604-001,41.84016176400007,-71.44037640249996,E911,None,None
2023-00095814,1300 Block CHALKSTONE AVE,2023-11-21T15:35:00.000,11,2023,Request for Assistance,Not Used,No Violations,0,DMartinez,2023-00095814-001,41.83230213850007,-71.45366565949996,E911,None,None
2023-00095805,900 Block ATWELLS AVE,2023-11-21T15:11:00.000,11,2023,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station,2023-00095805-001,41.82510813300004,-71.44894926099997,E911,None,None
2023-00095807,700 Block CHALKSTONE AVE,2023-11-21T15:10:25.000,11,2023,Disturbance,Not Used,No Violations,0,SCerullo,2023-00095807-001,41.834267133000054,-71.43244725749997,E911,None,None
2023-00095797,0 Block PROVIDENCE PL,2023-11-21T14:53:48.000,11,2023,Tresspassing,11-44-26,WILLFUL TRESPASS,1,CMain,2023-00095797-001,41.827849931500054,-71.41595903999996,E911,None,None
2023-00095779,500 Block CRANSTON ST,2023-11-21T13:58:00.000,11,2023,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,VLopez,2023-00095779-001,41.80845960500005,-71.43429839599995,E911,None,None
2023-00095779,500 Block CRANSTON ST,2023-11-21T13:58:00.000,11,2023,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,2,VLopez,2023-00095779-002,41.80845960500005,-71.43429839599995,E911,None,None
2023-00095778,MOOREFIELD ST &  PLAINFIELD ST,2023-11-21T13:56:00.000,11,2023,Stolen Vehicle\Recovered,Not Used,No Violations,0,MPetteruto,2023-00095778-001,41.80941008721868,-71.46278381825105,RIDOT,None,None
2023-00095777,0 Block CALDER ST,2023-11-21T13:54:00.000,11,2023,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,LMarroquin,2023-00095777-001,41.80137994550003,-71.43047459549996,E911,None,None
2023-00096118,0 Block BARRY RD,2023-11-21T13:27:00.000,11,2023,Municipal Code Violation,Sec. 12-57.,Littering.,1,NULL,2023-00096118-001,41.81809079800004,-71.45123476999996,E911,None,None
2023-00095733,0 Block KENNEDY PLZ,2023-11-21T11:45:00.000,11,2023,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,VTavarez,2023-00095733-001,41.82467416900005,-71.41238447799995,E911,None,None
2023-00095733,0 Block KENNEDY PLZ,2023-11-21T11:45:00.000,11,2023,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,VTavarez,2023-00095733-002,41.82467416900005,-71.41238447799995,E911,None,None
2023-00095727,200 Block LOWELL AVE,2023-11-21T11:13:00.000,11,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,JPerez,2023-00095727-001,41.81595142300006,-71.46000756399994,E911,None,Larceny-theft
2023-00095723,BROAD ST &  PEACE ST,2023-11-21T11:09:00.000,11,2023,Auto Fire,Not Used,No Violations,0,ASantos,2023-00095723-001,41.806617733354855,-71.4200515873663,RIDOT,None,None
2023-00095726,0 Block METROPOLITAN RD,2023-11-21T11:09:00.000,11,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,KBass,2023-00095726-001,41.83717883050005,-71.44871272399996,E911,None,Larceny-theft
2023-00095710,BUCKLIN ST &  POTTERS AVE,2023-11-21T09:49:47.000,11,2023,Disturbance,Not Used,No Violations,0,CCastagliuolo,2023-00095710-001,41.8017539970106,-71.4276428274257,RIDOT,None,None
2023-00095707,100 Block PUTNAM ST,2023-11-21T09:40:13.000,11,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,DRosso,2023-00095707-001,41.82374813100006,-71.44404384399996,E911,None,None
2023-00095707,100 Block PUTNAM ST,2023-11-21T09:40:13.000,11,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,DRosso,2023-00095707-002,41.82374813100006,-71.44404384399996,E911,None,Larceny-theft
2023-00095705,0 Block REGENT AVE,2023-11-21T09:39:15.000,11,2023,Auto Towed,Not Used,Parking or MV Violation,0,MTella,2023-00095705-001,41.83107439400004,-71.43527552549997,E911,None,None
2023-00095703,ORMS ST &  STATE ST,2023-11-21T09:27:40.000,11,2023,Auto Towed,Not Used,Parking or MV Violation,0,MRudolph,2023-00095703-001,41.83478545523163,-71.41432953092327,RIDOT,None,None
2023-00095693,300 Block CRANSTON ST,2023-11-21T09:04:00.000,11,2023,Burglary,11-8-5,B&E OTHER BUILDING W/CRIM INTENT,1,JLeone,2023-00095693-001,41.81237458350006,-71.43015105099997,E911,None,Burglary
2023-00095692,BROADWAY  &  KNIGHT ST,2023-11-21T09:03:00.000,11,2023,Motor Vehicle Violation,Not Used,No Violations,0,DAllen,2023-00095692-001,41.81979750780213,-71.42935944066404,RIDOT,None,None
2023-00095678,0 Block LARK ST,2023-11-21T07:15:54.000,11,2023,Auto Towed,Not Used,Parking or MV Violation,0,JAbatiello,2023-00095678-001,41.825573330000054,-71.45958008399998,E911,None,None
2023-00095660,400 Block BENEFIT ST,2023-11-21T05:07:51.000,11,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,JIkuejamofo,2023-00095660-001,41.81958955600007,-71.40092476399997,E911,None,None
2023-00095660,400 Block BENEFIT ST,2023-11-21T05:07:51.000,11,2023,Tresspassing,11-44-28,TRESPASS UPON PREMISES/PRIVATE REC. FACILITIES,1,JIkuejamofo,2023-00095660-002,41.81958955600007,-71.40092476399997,E911,None,None
2023-00095660,400 Block BENEFIT ST,2023-11-21T05:07:51.000,11,2023,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,JIkuejamofo,2023-00095660-003,41.81958955600007,-71.40092476399997,E911,None,None
2023-00095652,400 Block CHARLES ST,2023-11-21T02:56:56.000,11,2023,Alarm-Ringing,Not Used,No Violations,0,JCortorreal,2023-00095652-001,41.84612804400004,-71.41909304199996,E911,,
2023-00502603,0 Block ADELPHI AVE,2023-11-21T02:10:24.000,11,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MTroia,2023-00502603-001,41.830811394500046,-71.38970445749996,E911,None,None
2023-00502602,0 Block ADELPHI AVE,2023-11-20T21:49:31.000,11,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,MTroia,2023-00502602-001,41.830811394500046,-71.38970445749996,E911,None,Larceny-theft
2023-00502601,0 Block ADELPHI AVE,2023-11-20T21:28:03.000,11,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MTroia,2023-00502601-001,41.830811394500046,-71.38970445749996,E911,None,None
2023-00095594,800 Block DOUGLAS AVE,2023-11-20T21:18:00.000,11,2023,Disturbance,Not Used,No Violations,0,RFernandes,2023-00095594-001,41.85154731900005,-71.43569917949995,E911,None,None
2023-00095587,500 Block WICKENDEN ST,2023-11-20T20:40:00.000,11,2023,Shots Fired,Not Used,No Violations,0,DMartinez,2023-00095587-001,41.82025852950005,-71.39207083149998,E911,None,None
2023-00095584,0 Block PLAINFIELD ST,2023-11-20T20:08:00.000,11,2023,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,MFigueroa,2023-00095584-001,41.81626156750005,-71.44464667099996,E911,None,None
2023-00095578,300 Block DOUGLAS AVE,2023-11-20T19:41:00.000,11,2023,Assistance Rendered,Not Used,No Violations,0,MRoman,2023-00095578-001,41.84001129750004,-71.42643743999994,E911,None,None
2023-00095561,0 Block ONTARIO ST,2023-11-20T17:51:00.000,11,2023,RI Statute Violation,11-32-1,OBSTRUCTING OFFICER IN EXECUTION OF DUTY,1,NColicci,2023-00095561-001,41.799988860500065,-71.41962299599996,E911,None,None
2023-00095561,0 Block ONTARIO ST,2023-11-20T17:51:00.000,11,2023,Traffic Violation,31-9-3,Injuring or Tampering with Vehicles,1,NColicci,2023-00095561-002,41.799988860500065,-71.41962299599996,E911,None,None
2023-00095564,500 Block ADMIRAL ST,2023-11-20T17:49:00.000,11,2023,Request for Assistance,Not Used,No Violations,0,RFernandes,2023-00095564-001,41.84759673350004,-71.43507020399994,E911,None,None
2023-00095548,0 Block W FRIENDSHIP ST,2023-11-20T16:45:00.000,11,2023,Suspicious Person,Not Used,No Violations,0,CCorreia,2023-00095548-001,41.80980771350005,-71.42254924049996,E911,None,None
2023-00095546,700 Block HOPE ST,2023-11-20T16:26:00.000,11,2023,Request for Assistance,Not Used,No Violations,0,JButen,2023-00095546-001,41.847433212000055,-71.39574063449996,E911,None,None
2023-00095543,HEMLOCK ST &  VALLEY ST,2023-11-20T16:19:26.000,11,2023,Auto Towed,Not Used,Parking or MV Violation,0,ELane,2023-00095543-001,41.83044433020938,-71.43050385925366,RIDOT,None,None
2023-00095539,300 Block MASSACHUSETTS AVE,2023-11-20T16:09:00.000,11,2023,Suspicious Person,Not Used,No Violations,0,NManfredi,2023-00095539-001,41.78659127800006,-71.40161650699997,E911,None,None
2023-00095527,0 Block HUXLEY AVE,2023-11-20T15:43:12.000,11,2023,Auto Towed,Not Used,Parking or MV Violation,0,IQuinn,2023-00095527-001,41.839587754000064,-71.43407614199995,E911,None,None
2023-00502596,100 Block PROVIDENCE PL,2023-11-20T15:26:21.000,11,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,MTroia,2023-00502596-001,41.82689950650007,-71.41642653499997,E911,None,Larceny-theft
2023-00095523,100 Block TAYLOR ST,2023-11-20T15:25:00.000,11,2023,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,CNicholls,2023-00095523-001,41.80574912150004,-71.41718246349998,E911,None,Burglary
2023-00095507,0 Block REGENT AVE,2023-11-20T15:00:00.000,11,2023,Suspicious Person,Not Used,No violations,0,Central Station,2023-00095507-001,41.83107439400004,-71.43527552549997,E911,None,None
2023-00095489,100 Block SORRENTO ST,2023-11-20T13:11:00.000,11,2023,Drug Offenses,21-28-4.01-A2A,MANUFAC/POSS/DELIVER SCH 1/II,2,MVoyer,2023-00095489-001,41.80673128250004,-71.43813059799996,E911,None,None
2023-00095477,UNION AVE &  HUNTINGTON AVE,2023-11-20T12:28:00.000,11,2023,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,EAlarcon,2023-00095477-001,41.808410464668015,-71.44143060224948,RIDOT,None,None
2023-00502594,100 Block DEPASQUALE AVE,2023-11-20T11:15:40.000,11,2023,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,MTroia,2023-00502594-001,41.822256905000074,-71.42585720399998,E911,None,None
2023-00095468,0 Block HULDAH ST,2023-11-20T11:07:23.000,11,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,JManown,2023-00095468-001,41.813598159000065,-71.44541338649995,E911,None,Larceny-theft
2023-00095466,1200 Block BROAD ST,2023-11-20T10:53:00.000,11,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,Central Station,2023-00095466-001,41.792453176000066,-71.40755992549995,E911,None,None
2023-00095451,DEXTER ST &  CRANSTON ST,2023-11-20T09:51:05.000,11,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MCamardo,2023-00095451-001,41.81260299513165,-71.42958832821019,RIDOT,None,None
2023-00095447,0 Block JOSEPH ST,2023-11-20T09:33:00.000,11,2023,Malicious Mischief,Not Used,No Violations,0,AWagoner,2023-00095447-001,41.85535684100006,-71.44375204099995,E911,None,None
2023-00095443,600 Block POTTERS AVE,2023-11-20T09:28:00.000,11,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,Central Station,2023-00095443-001,41.80273603150005,-71.43111746299996,E911,None,None
